# BUSCO version is: 3.0.2 
# The lineage dataset is: saccharomycetales_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1711)
# To reproduce this run: python /share/apps/busco/3.0.2b/scripts/run_BUSCO.py -i /srv/scratch/z3452659/BUSCOMP-Jan19/dev/2019-05-07.YeastExample/fasta/chrIIIdup.fsa -o chrIIIdup -l /srv/scratch/z3452659/BUSCOMP-Jan19/data/2019-04-25.BUSCO/saccharomycetales_odb9/ -m genome -c 28 -t $TMPDIR/ -sp saccharomyces_cerevisiae_S288C
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG092E002L	Missing
EOG092E003C	Missing
EOG092E003R	Missing
EOG092E004V	Missing
EOG092E0056	Missing
EOG092E006L	Missing
EOG092E006M	Missing
EOG092E008X	Missing
EOG092E0093	Missing
EOG092E00BH	Missing
EOG092E00D4	Missing
EOG092E00DZ	Missing
EOG092E00EB	Missing
EOG092E00FY	Missing
EOG092E00IH	Missing
EOG092E00IR	Missing
EOG092E00IX	Missing
EOG092E00JH	Missing
EOG092E00KQ	Missing
EOG092E00MC	Missing
EOG092E00MO	Missing
EOG092E00MX	Missing
EOG092E00P3	Missing
EOG092E00PZ	Missing
EOG092E00TC	Missing
EOG092E00UI	Missing
EOG092E00UK	Missing
EOG092E00V4	Missing
EOG092E00VC	Missing
EOG092E00WY	Missing
EOG092E00Y9	Missing
EOG092E010F	Missing
EOG092E0127	Missing
EOG092E012Q	Missing
EOG092E012X	Missing
EOG092E013Z	Missing
EOG092E014D	Missing
EOG092E015E	Missing
EOG092E015U	Missing
EOG092E017U	Missing
EOG092E018S	Missing
EOG092E019I	Missing
EOG092E01AQ	Missing
EOG092E01BF	Missing
EOG092E01BH	Missing
EOG092E01CD	Missing
EOG092E01CN	Missing
EOG092E01CV	Missing
EOG092E01EH	Missing
EOG092E01FI	Missing
EOG092E01GF	Missing
EOG092E01GH	Missing
EOG092E01JR	Missing
EOG092E01K6	Missing
EOG092E01KS	Missing
EOG092E01LL	Missing
EOG092E01MA	Missing
EOG092E01Q5	Missing
EOG092E01QS	Missing
EOG092E01QT	Missing
EOG092E01SA	Missing
EOG092E01SJ	Missing
EOG092E01SS	Missing
EOG092E01TN	Missing
EOG092E01U5	Missing
EOG092E01VL	Missing
EOG092E01WO	Missing
EOG092E01YA	Missing
EOG092E01Z9	Missing
EOG092E01ZV	Missing
EOG092E01ZY	Missing
EOG092E0201	Missing
EOG092E0217	Missing
EOG092E021E	Missing
EOG092E021H	Missing
EOG092E0232	Missing
EOG092E0242	Missing
EOG092E024N	Missing
EOG092E024S	Missing
EOG092E024Y	Missing
EOG092E024Z	Missing
EOG092E025V	Missing
EOG092E0278	Missing
EOG092E02CK	Missing
EOG092E02DU	Missing
EOG092E02E3	Missing
EOG092E02EG	Duplicated	chrIII	245537	248308	1533.4	796
EOG092E02EG	Duplicated	chrIIIR	99450	102221	1533.4	796
EOG092E02EP	Missing
EOG092E02F4	Missing
EOG092E02F6	Missing
EOG092E02FK	Missing
EOG092E02G6	Missing
EOG092E02H9	Missing
EOG092E02I3	Missing
EOG092E02J3	Missing
EOG092E02J8	Missing
EOG092E02K7	Missing
EOG092E02KA	Missing
EOG092E02KI	Missing
EOG092E02L1	Missing
EOG092E02MK	Missing
EOG092E02NI	Missing
EOG092E02NK	Missing
EOG092E02NP	Missing
EOG092E02O8	Missing
EOG092E02O9	Missing
EOG092E02OR	Missing
EOG092E02PD	Missing
EOG092E02PP	Missing
EOG092E02QB	Missing
EOG092E02QJ	Missing
EOG092E02RT	Missing
EOG092E02RZ	Missing
EOG092E02S5	Missing
EOG092E02S7	Missing
EOG092E02SV	Missing
EOG092E02TB	Missing
EOG092E02TG	Missing
EOG092E02UZ	Missing
EOG092E02VY	Missing
EOG092E02WD	Missing
EOG092E02WK	Missing
EOG092E02XW	Missing
EOG092E02Y9	Missing
EOG092E02YL	Missing
EOG092E02YQ	Missing
EOG092E030J	Missing
EOG092E0313	Missing
EOG092E0317	Missing
EOG092E031K	Missing
EOG092E031N	Missing
EOG092E031P	Missing
EOG092E031T	Missing
EOG092E031V	Duplicated	chrIII	44496	46778	606.5	681
EOG092E031V	Duplicated	chrIIIR	300980	303262	606.5	681
EOG092E0327	Missing
EOG092E0335	Missing
EOG092E033G	Missing
EOG092E033N	Missing
EOG092E033V	Missing
EOG092E033Y	Missing
EOG092E034B	Missing
EOG092E034C	Missing
EOG092E034E	Missing
EOG092E034P	Missing
EOG092E035J	Missing
EOG092E035K	Missing
EOG092E035M	Missing
EOG092E036K	Missing
EOG092E036M	Missing
EOG092E036O	Missing
EOG092E036U	Missing
EOG092E0373	Missing
EOG092E0387	Missing
EOG092E038Z	Missing
EOG092E0395	Missing
EOG092E03AH	Missing
EOG092E03AP	Missing
EOG092E03AU	Missing
EOG092E03B7	Missing
EOG092E03BJ	Missing
EOG092E03BN	Missing
EOG092E03DX	Missing
EOG092E03E3	Missing
EOG092E03EA	Missing
EOG092E03EO	Missing
EOG092E03EW	Missing
EOG092E03EX	Missing
EOG092E03G9	Missing
EOG092E03GB	Missing
EOG092E03GN	Missing
EOG092E03GO	Missing
EOG092E03GS	Missing
EOG092E03GY	Missing
EOG092E03IY	Missing
EOG092E03KG	Missing
EOG092E03KL	Missing
EOG092E03LD	Missing
EOG092E03LO	Missing
EOG092E03M4	Missing
EOG092E03OE	Missing
EOG092E03P3	Missing
EOG092E03PZ	Missing
EOG092E03SL	Missing
EOG092E03TG	Missing
EOG092E03TW	Missing
EOG092E03UC	Missing
EOG092E03VN	Missing
EOG092E03W3	Missing
EOG092E03WW	Missing
EOG092E03X5	Missing
EOG092E03XD	Missing
EOG092E03XV	Missing
EOG092E03Y9	Missing
EOG092E03YY	Missing
EOG092E03Z1	Missing
EOG092E03Z4	Missing
EOG092E0406	Missing
EOG092E040B	Missing
EOG092E040U	Missing
EOG092E042B	Missing
EOG092E042C	Missing
EOG092E042R	Missing
EOG092E0440	Missing
EOG092E044I	Missing
EOG092E044T	Missing
EOG092E046J	Missing
EOG092E046S	Missing
EOG092E047D	Missing
EOG092E047E	Missing
EOG092E047O	Missing
EOG092E0480	Missing
EOG092E048E	Missing
EOG092E048W	Missing
EOG092E049H	Missing
EOG092E04AE	Missing
EOG092E04AK	Missing
EOG092E04BB	Missing
EOG092E04C1	Missing
EOG092E04D6	Missing
EOG092E04DY	Missing
EOG092E04F6	Missing
EOG092E04HT	Missing
EOG092E04I8	Missing
EOG092E04J8	Missing
EOG092E04JD	Missing
EOG092E04JY	Missing
EOG092E04KX	Missing
EOG092E04LQ	Missing
EOG092E04N8	Missing
EOG092E04NS	Missing
EOG092E04O0	Missing
EOG092E04O2	Missing
EOG092E04P9	Missing
EOG092E04PP	Missing
EOG092E04Q1	Missing
EOG092E04QK	Missing
EOG092E04QW	Missing
EOG092E04QY	Missing
EOG092E04R8	Missing
EOG092E04RQ	Missing
EOG092E04S1	Missing
EOG092E04S7	Missing
EOG092E04SA	Missing
EOG092E04SB	Missing
EOG092E04TO	Missing
EOG092E04U9	Missing
EOG092E04UQ	Missing
